year,month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct,weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,arr_delay,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
2023,2,G4,Allegiant Air,TRI,"Bristol/Johnson City/Kingsport, TN: Tri Cities",16.00,4.00,0.68,0.17,1.10,0.00,2.05,0.00,0.00,238.00,90.00,3.00,24.00,0.00,121.00
2023,2,G4,Allegiant Air,TUL,"Tulsa, OK: Tulsa International",22.00,2.00,0.95,0.00,1.05,0.00,0.00,0.00,0.00,78.00,53.00,0.00,25.00,0.00,0.00
2023,2,G4,Allegiant Air,TVC,"Traverse City, MI: Cherry Capital",24.00,2.00,1.00,0.00,1.00,0.00,0.00,0.00,2.00,41.00,24.00,0.00,17.00,0.00,0.00
2023,2,G4,Allegiant Air,TYS,"Knoxville, TN: McGhee Tyson",118.00,22.00,5.14,0.05,4.79,0.00,12.03,0.00,0.00,1401.00,382.00,11.00,202.00,0.00,806.00
2023,2,G4,Allegiant Air,USA,"Concord, NC: Concord Padgett Regional",60.00,10.00,3.31,1.00,2.63,0.00,3.05,1.00,0.00,378.00,109.00,36.00,60.00,0.00,173.00
2023,2,G4,Allegiant Air,VPS,"Valparaiso, FL: Eglin AFB Destin Fort Walton Beach",70.00,16.00,3.14,1.92,2.83,0.00,8.10,1.00,2.00,2466.00,187.00,1485.00,221.00,0.00,573.00
2023,2,G4,Allegiant Air,XNA,"Fayetteville, AR: Northwest Arkansas National",48.00,4.00,3.00,0.20,0.45,0.00,0.35,0.00,0.00,137.00,117.00,4.00,9.00,0.00,7.00
2023,2,HA,Hawaiian Airlines Inc.,AUS,"Austin, TX: Austin - Bergstrom International",12.00,4.00,1.00,2.36,0.00,0.00,0.64,0.00,0.00,1533.00,23.00,1482.00,0.00,0.00,28.00
2023,2,HA,Hawaiian Airlines Inc.,BOS,"Boston, MA: Logan International",18.00,6.00,4.49,0.00,0.00,0.00,1.51,0.00,0.00,177.00,114.00,0.00,0.00,0.00,63.00
2023,2,HA,Hawaiian Airlines Inc.,HNL,"Honolulu, HI: Daniel K Inouye International",2382.00,595.00,251.71,26.44,36.47,2.00,278.38,21.00,2.00,33645.00,14845.00,3554.00,1045.00,100.00,14101.00
2023,2,HA,Hawaiian Airlines Inc.,ITO,"Hilo, HI: Hilo International",349.00,95.00,48.39,4.33,1.43,0.00,40.85,2.00,1.00,3722.00,1589.00,341.00,38.00,0.00,1754.00
2023,2,HA,Hawaiian Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",28.00,18.00,15.77,0.59,0.00,0.00,1.64,0.00,0.00,684.00,566.00,19.00,0.00,0.00,99.00
2023,2,HA,Hawaiian Airlines Inc.,KOA,"Kona, HI: Ellison Onizuka Kona International at Keahole",616.00,121.00,53.76,3.29,5.23,0.00,58.71,5.00,0.00,5091.00,2194.00,227.00,228.00,0.00,2442.00
2023,2,HA,Hawaiian Airlines Inc.,LAS,"Las Vegas, NV: Harry Reid International",108.00,34.00,32.00,0.00,0.00,0.00,2.00,0.00,0.00,1619.00,1587.00,0.00,0.00,0.00,32.00
2023,2,HA,Hawaiian Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",168.00,44.00,40.62,0.00,0.00,0.00,3.38,1.00,2.00,2641.00,2042.00,0.00,0.00,0.00,599.00
2023,2,HA,Hawaiian Airlines Inc.,LGB,"Long Beach, CA: Long Beach Airport",56.00,26.00,21.69,1.67,0.00,0.00,2.64,0.00,0.00,922.00,760.00,51.00,0.00,0.00,111.00
2023,2,HA,Hawaiian Airlines Inc.,LIH,"Lihue, HI: Lihue Airport",644.00,135.00,75.04,10.21,3.45,0.00,46.29,4.00,0.00,6557.00,2934.00,584.00,114.00,0.00,2925.00
2023,2,HA,Hawaiian Airlines Inc.,OAK,"Oakland, CA: Metro Oakland International",84.00,32.00,26.53,0.35,0.00,0.38,4.74,1.00,1.00,1366.00,1152.00,25.00,0.00,8.00,181.00
2023,2,HA,Hawaiian Airlines Inc.,OGG,"Kahului, HI: Kahului Airport",1132.00,233.00,145.51,6.72,9.98,0.20,70.59,10.00,0.00,10392.00,6070.00,632.00,305.00,13.00,3372.00
2023,2,HA,Hawaiian Airlines Inc.,ONT,"Ontario, CA: Ontario International",28.00,17.00,14.14,0.00,0.00,0.00,2.86,0.00,0.00,608.00,511.00,0.00,0.00,0.00,97.00
2023,2,HA,Hawaiian Airlines Inc.,PDX,"Portland, OR: Portland International",56.00,32.00,25.50,3.55,0.00,0.00,2.95,0.00,0.00,1452.00,1050.00,284.00,0.00,0.00,118.00
2023,2,HA,Hawaiian Airlines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",28.00,7.00,5.00,1.00,0.00,0.00,1.00,0.00,1.00,515.00,401.00,37.00,0.00,0.00,77.00
2023,2,HA,Hawaiian Airlines Inc.,PPG,"Pago Pago, TT: Pago Pago International",8.00,3.00,2.88,0.00,0.00,0.00,0.13,0.00,0.00,150.00,138.00,0.00,0.00,0.00,12.00
2023,2,HA,Hawaiian Airlines Inc.,SAN,"San Diego, CA: San Diego International",56.00,32.00,25.19,0.26,0.44,0.29,5.81,0.00,0.00,1464.00,948.00,31.00,8.00,5.00,472.00
2023,2,HA,Hawaiian Airlines Inc.,SEA,"Seattle, WA: Seattle/Tacoma International",56.00,32.00,27.43,0.00,0.00,0.00,4.57,1.00,0.00,1366.00,1108.00,0.00,0.00,0.00,258.00
2023,2,HA,Hawaiian Airlines Inc.,SFO,"San Francisco, CA: San Francisco International",56.00,28.00,25.72,0.00,0.00,0.00,2.28,1.00,0.00,896.00,814.00,0.00,0.00,0.00,82.00
2023,2,HA,Hawaiian Airlines Inc.,SJC,"San Jose, CA: Norman Y. Mineta San Jose International",56.00,15.00,12.18,0.70,0.29,0.20,1.63,0.00,0.00,438.00,308.00,35.00,5.00,17.00,73.00
2023,2,HA,Hawaiian Airlines Inc.,SMF,"Sacramento, CA: Sacramento International",56.00,29.00,23.00,0.74,0.00,0.20,5.06,0.00,0.00,1074.00,734.00,20.00,0.00,4.00,316.00
2023,2,MQ,Envoy Air,ABE,"Allentown/Bethlehem/Easton, PA: Lehigh Valley International",26.00,2.00,0.00,1.43,0.57,0.00,0.00,0.00,0.00,90.00,0.00,61.00,29.00,0.00,0.00
2023,2,MQ,Envoy Air,ABI,"Abilene, TX: Abilene Regional",79.00,11.00,3.52,1.33,3.41,0.00,2.74,7.00,0.00,378.00,94.00,52.00,121.00,0.00,111.00
2023,2,MQ,Envoy Air,ABQ,"Albuquerque, NM: Albuquerque International Sunport",46.00,10.00,2.79,0.00,0.75,0.00,6.45,3.00,0.00,436.00,156.00,0.00,21.00,0.00,259.00
2023,2,MQ,Envoy Air,AGS,"Augusta, GA: Augusta Regional at Bush Field",52.00,7.00,0.39,0.00,2.98,0.00,3.63,1.00,0.00,414.00,37.00,0.00,106.00,0.00,271.00
2023,2,MQ,Envoy Air,ALO,"Waterloo, IA: Waterloo Regional",35.00,5.00,2.00,0.00,1.28,0.00,1.72,1.00,0.00,333.00,101.00,0.00,32.00,0.00,200.00
2023,2,MQ,Envoy Air,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",34.00,4.00,0.00,1.51,2.07,0.00,0.41,2.00,0.00,236.00,0.00,127.00,84.00,0.00,25.00
2023,2,MQ,Envoy Air,ATW,"Appleton, WI: Appleton International",83.00,22.00,7.73,1.60,9.05,0.00,3.62,4.00,0.00,1545.00,940.00,127.00,279.00,0.00,199.00
2023,2,MQ,Envoy Air,AUS,"Austin, TX: Austin - Bergstrom International",714.00,138.00,23.47,6.73,63.90,0.00,43.90,34.00,6.00,7377.00,1889.00,399.00,2203.00,0.00,2886.00
2023,2,MQ,Envoy Air,AVL,"Asheville, NC: Asheville Regional",28.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2023,2,MQ,Envoy Air,AVP,"Scranton/Wilkes-Barre, PA: Wilkes Barre Scranton International",26.00,4.00,1.00,0.92,2.08,0.00,0.00,0.00,0.00,156.00,36.00,58.00,62.00,0.00,0.00
2023,2,MQ,Envoy Air,AZO,"Kalamazoo, MI: Kalamazoo/Battle Creek International",4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2023,2,MQ,Envoy Air,BDL,"Hartford, CT: Bradley International",11.00,1.00,0.12,0.00,0.00,0.00,0.88,0.00,0.00,33.00,4.00,0.00,0.00,0.00,29.00
2023,2,MQ,Envoy Air,BFL,"Bakersfield, CA: Meadows Field",54.00,11.00,2.39,0.00,3.29,0.00,5.32,1.00,0.00,658.00,158.00,0.00,85.00,0.00,415.00
2023,2,MQ,Envoy Air,BHM,"Birmingham, AL: Birmingham-Shuttlesworth International",128.00,18.00,6.32,1.94,5.96,0.00,3.78,2.00,0.00,799.00,244.00,50.00,199.00,0.00,306.00
2023,2,MQ,Envoy Air,BIL,"Billings, MT: Billings Logan International",54.00,4.00,3.00,0.00,1.00,0.00,0.00,3.00,0.00,172.00,97.00,0.00,75.00,0.00,0.00
2023,2,MQ,Envoy Air,BIS,"Bismarck/Mandan, ND: Bismarck Municipal",2.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2023,2,MQ,Envoy Air,BMI,"Bloomington/Normal, IL: Central Il Regional Airport at Bloomington",29.00,3.00,0.47,0.00,0.93,0.00,1.60,0.00,0.00,264.00,82.00,0.00,26.00,0.00,156.00
2023,2,MQ,Envoy Air,BNA,"Nashville, TN: Nashville International",221.00,45.00,13.02,0.73,16.96,0.00,14.29,4.00,0.00,2013.00,537.00,52.00,612.00,0.00,812.00
2023,2,MQ,Envoy Air,BOS,"Boston, MA: Logan International",126.00,24.00,6.67,0.34,6.87,0.59,9.53,1.00,0.00,1602.00,336.00,11.00,363.00,10.00,882.00
2023,2,MQ,Envoy Air,BRO,"Brownsville, TX: Brownsville South Padre Island International",81.00,8.00,2.00,0.50,4.50,0.00,1.00,1.00,1.00,354.00,41.00,49.00,230.00,0.00,34.00
2023,2,MQ,Envoy Air,BTR,"Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field",79.00,14.00,4.41,1.20,7.34,0.00,1.06,3.00,0.00,558.00,222.00,56.00,206.00,0.00,74.00
2023,2,MQ,Envoy Air,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",29.00,5.00,0.00,1.00,2.29,0.00,1.71,1.00,0.00,221.00,0.00,120.00,48.00,0.00,53.00
2023,2,MQ,Envoy Air,BZN,"Bozeman, MT: Bozeman Yellowstone International",32.00,10.00,3.16,2.32,3.80,0.00,0.72,0.00,0.00,415.00,102.00,177.00,123.00,0.00,13.00
2023,2,MQ,Envoy Air,CHA,"Chattanooga, TN: Lovell Field",78.00,12.00,1.96,1.52,6.78,0.00,1.74,2.00,0.00,351.00,67.00,35.00,203.00,0.00,46.00
2023,2,MQ,Envoy Air,CHS,"Charleston, SC: Charleston AFB/International",51.00,10.00,2.26,0.44,2.24,0.00,5.06,0.00,0.00,511.00,102.00,34.00,93.00,0.00,282.00
2023,2,MQ,Envoy Air,CID,"Cedar Rapids/Iowa City, IA: The Eastern Iowa",86.00,9.00,4.06,1.00,1.97,0.00,1.97,5.00,0.00,380.00,92.00,24.00,49.00,0.00,215.00
2023,2,MQ,Envoy Air,CLE,"Cleveland, OH: Cleveland-Hopkins International",23.00,2.00,0.00,0.06,1.00,0.00,0.94,0.00,0.00,107.00,0.00,4.00,37.00,0.00,66.00
2023,2,MQ,Envoy Air,CLT,"Charlotte, NC: Charlotte Douglas International",346.00,56.00,14.86,0.26,16.03,0.00,24.85,3.00,0.00,2327.00,704.00,9.00,431.00,0.00,1183.00
2023,2,MQ,Envoy Air,CMH,"Columbus, OH: John Glenn Columbus International",234.00,50.00,14.38,4.12,13.83,0.00,17.67,2.00,0.00,2547.00,684.00,180.00,414.00,0.00,1269.00
2023,2,MQ,Envoy Air,CMI,"Champaign/Urbana, IL: University of Illinois/Willard",111.00,7.00,2.37,0.11,1.07,0.00,3.45,3.00,0.00,333.00,156.00,5.00,40.00,0.00,132.00
2023,2,MQ,Envoy Air,COS,"Colorado Springs, CO: City of Colorado Springs Municipal",3.00,1.00,0.00,0.32,0.68,0.00,0.00,1.00,0.00,72.00,0.00,23.00,49.00,0.00,0.00
2023,2,MQ,Envoy Air,COU,"Columbia, MO: Columbia Regional",108.00,13.00,3.26,0.72,4.99,0.00,4.03,2.00,1.00,870.00,125.00,68.00,236.00,0.00,441.00
2023,2,MQ,Envoy Air,CRP,"Corpus Christi, TX: Corpus Christi International",104.00,12.00,2.75,0.87,4.21,0.00,4.16,2.00,0.00,544.00,72.00,38.00,249.00,0.00,185.00
2023,2,MQ,Envoy Air,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",236.00,50.00,10.37,1.16,11.07,0.00,27.40,0.00,0.00,3148.00,718.00,164.00,529.00,0.00,1737.00
2023,2,MQ,Envoy Air,CWA,"Mosinee, WI: Central Wisconsin",3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2023,2,MQ,Envoy Air,DAB,"Daytona Beach, FL: Daytona Beach International",26.00,1.00,0.00,0.35,0.00,0.00,0.65,0.00,0.00,17.00,0.00,6.00,0.00,0.00,11.00
2023,2,MQ,Envoy Air,DAY,"Dayton, OH: James M Cox/Dayton International",86.00,9.00,1.90,1.50,4.14,0.00,1.46,2.00,0.00,381.00,81.00,63.00,174.00,0.00,63.00
2023,2,MQ,Envoy Air,DCA,"Washington, DC: Ronald Reagan Washington National",228.00,34.00,9.33,2.12,11.96,0.44,10.16,1.00,1.00,1723.00,584.00,72.00,448.00,14.00,605.00
2023,2,MQ,Envoy Air,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",3155.00,447.00,112.83,29.64,156.36,2.97,145.20,125.00,1.00,28230.00,9755.00,2881.00,5035.00,108.00,10451.00
2023,2,MQ,Envoy Air,DRO,"Durango, CO: Durango La Plata County",59.00,10.00,2.40,0.35,4.63,0.00,2.62,2.00,0.00,523.00,97.00,23.00,254.00,0.00,149.00
2023,2,MQ,Envoy Air,DSM,"Des Moines, IA: Des Moines International",53.00,5.00,0.00,0.00,3.02,0.00,1.98,3.00,0.00,169.00,0.00,0.00,70.00,0.00,99.00
2023,2,MQ,Envoy Air,DTW,"Detroit, MI: Detroit Metro Wayne County",2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2023,2,MQ,Envoy Air,ECP,"Panama City, FL: Northwest Florida Beaches International",6.00,3.00,0.78,0.00,1.03,0.00,1.19,1.00,0.00,251.00,29.00,0.00,36.00,0.00,186.00
2023,2,MQ,Envoy Air,ELP,"El Paso, TX: El Paso International",93.00,14.00,5.61,0.00,1.83,0.00,6.56,6.00,0.00,904.00,386.00,0.00,74.00,0.00,444.00
2023,2,MQ,Envoy Air,EVV,"Evansville, IN: Evansville Regional",54.00,3.00,1.00,0.00,2.00,0.00,0.00,1.00,0.00,110.00,69.00,0.00,41.00,0.00,0.00
2023,2,MQ,Envoy Air,EWR,"Newark, NJ: Newark Liberty International",30.00,4.00,3.70,0.00,0.00,0.00,0.30,0.00,0.00,270.00,259.00,0.00,0.00,0.00,11.00
2023,2,MQ,Envoy Air,EYW,"Key West, FL: Key West International",127.00,20.00,6.10,1.60,8.12,0.00,4.18,1.00,0.00,968.00,288.00,212.00,287.00,0.00,181.00
2023,2,MQ,Envoy Air,FAR,"Fargo, ND: Hector International",113.00,19.00,8.56,0.89,6.38,0.55,2.62,6.00,2.00,1053.00,394.00,339.00,178.00,11.00,131.00
2023,2,MQ,Envoy Air,FAT,"Fresno, CA: Fresno Yosemite International",26.00,8.00,2.34,0.00,0.88,0.00,4.78,0.00,0.00,503.00,230.00,0.00,42.00,0.00,231.00
2023,2,MQ,Envoy Air,FAY,"Fayetteville, NC: Fayetteville Regional/Grannis Field",28.00,4.00,0.84,0.05,2.21,0.00,0.90,1.00,0.00,158.00,72.00,2.00,49.00,0.00,35.00
2023,2,MQ,Envoy Air,FNT,"Flint, MI: Bishop International",55.00,5.00,1.26,0.35,2.04,0.00,1.35,2.00,0.00,116.00,32.00,9.00,47.00,0.00,28.00
2023,2,MQ,Envoy Air,FSD,"Sioux Falls, SD: Joe Foss Field",10.00,3.00,0.17,0.95,0.92,0.00,0.97,2.00,0.00,95.00,4.00,19.00,14.00,0.00,58.00
2023,2,MQ,Envoy Air,FSM,"Fort Smith, AR: Fort Smith Regional",62.00,4.00,0.67,0.24,2.09,0.02,0.99,2.00,2.00,317.00,44.00,23.00,114.00,3.00,133.00
2023,2,MQ,Envoy Air,FWA,"Fort Wayne, IN: Fort Wayne International",26.00,3.00,0.31,0.00,0.69,0.00,2.00,0.00,0.00,133.00,17.00,0.00,24.00,0.00,92.00
2023,2,MQ,Envoy Air,GJT,"Grand Junction, CO: Grand Junction Regional",80.00,10.00,2.78,0.00,5.62,0.00,1.60,2.00,0.00,344.00,123.00,0.00,177.00,0.00,44.00
2023,2,MQ,Envoy Air,GNV,"Gainesville, FL: Gainesville Regional",56.00,3.00,1.14,0.09,0.91,0.00,0.86,1.00,0.00,99.00,27.00,5.00,48.00,0.00,19.00
2023,2,MQ,Envoy Air,GPT,"Gulfport/Biloxi, MS: Gulfport-Biloxi International",56.00,11.00,2.56,0.13,5.87,0.00,2.44,1.00,1.00,1067.00,725.00,7.00,214.00,0.00,121.00
2023,2,MQ,Envoy Air,GRB,"Green Bay, WI: Green Bay Austin Straubel International",48.00,4.00,0.44,1.65,0.46,0.00,1.45,1.00,0.00,465.00,21.00,306.00,64.00,0.00,74.00
2023,2,MQ,Envoy Air,GRK,"Killeen, TX: Robert Gray AAF",56.00,8.00,3.33,1.13,2.94,0.00,0.60,3.00,0.00,602.00,154.00,245.00,151.00,0.00,52.00
2023,2,MQ,Envoy Air,GRR,"Grand Rapids, MI: Gerald R. Ford International",100.00,13.00,3.40,1.19,1.91,0.00,6.50,2.00,1.00,541.00,150.00,31.00,91.00,0.00,269.00
2023,2,MQ,Envoy Air,GSO,"Greensboro/High Point, NC: Piedmont Triad International",84.00,15.00,2.27,0.38,4.63,0.00,7.73,0.00,0.00,720.00,130.00,9.00,148.00,0.00,433.00
2023,2,MQ,Envoy Air,GSP,"Greer, SC: Greenville-Spartanburg International",62.00,17.00,6.95,0.00,6.22,0.00,3.83,1.00,0.00,775.00,452.00,0.00,158.00,0.00,165.00
2023,2,MQ,Envoy Air,HHH,"Hilton Head, SC: Hilton Head Airport",56.00,10.00,4.25,0.72,1.65,0.00,3.38,0.00,0.00,423.00,163.00,58.00,60.00,0.00,142.00
2023,2,MQ,Envoy Air,HOU,"Houston, TX: William P Hobby",76.00,17.00,6.25,1.19,5.96,0.88,2.72,2.00,0.00,581.00,186.00,67.00,203.00,37.00,88.00
2023,2,MQ,Envoy Air,HPN,"White Plains, NY: Westchester County",112.00,30.00,7.13,3.66,13.18,0.00,6.02,0.00,1.00,1885.00,877.00,111.00,486.00,0.00,411.00
2023,2,MQ,Envoy Air,HRL,"Harlingen/San Benito, TX: Valley International",82.00,9.00,0.51,0.93,6.07,0.00,1.49,2.00,0.00,255.00,22.00,24.00,163.00,0.00,46.00
2023,2,MQ,Envoy Air,HSV,"Huntsville, AL: Huntsville International-Carl T Jones Field",76.00,4.00,1.10,0.11,1.09,0.00,1.70,2.00,0.00,196.00,75.00,5.00,61.00,0.00,55.00
2023,2,MQ,Envoy Air,IAH,"Houston, TX: George Bush Intercontinental/Houston",8.00,2.00,0.73,0.00,1.27,0.00,0.00,0.00,0.00,64.00,11.00,0.00,53.00,0.00,0.00
2023,2,MQ,Envoy Air,ICT,"Wichita, KS: Wichita Dwight D Eisenhower National",105.00,14.00,6.29,1.35,6.36,0.00,0.00,2.00,1.00,544.00,185.00,96.00,263.00,0.00,0.00
2023,2,MQ,Envoy Air,IND,"Indianapolis, IN: Indianapolis International",116.00,12.00,5.04,1.11,2.66,0.00,3.19,1.00,1.00,751.00,322.00,40.00,142.00,0.00,247.00
2023,2,MQ,Envoy Air,JAN,"Jackson/Vicksburg, MS: Jackson Medgar Wiley Evers International",78.00,3.00,0.00,0.67,1.44,0.00,0.89,3.00,0.00,77.00,0.00,10.00,50.00,0.00,17.00
2023,2,MQ,Envoy Air,JAX,"Jacksonville, FL: Jacksonville International",147.00,19.00,5.09,0.36,3.79,0.00,9.77,0.00,0.00,800.00,210.00,10.00,118.00,0.00,462.00
2023,2,MQ,Envoy Air,LAN,"Lansing, MI: Capital Region International",55.00,5.00,0.00,1.80,1.72,0.00,1.48,2.00,0.00,849.00,0.00,761.00,47.00,0.00,41.00
2023,2,MQ,Envoy Air,LBB,"Lubbock, TX: Lubbock Preston Smith International",14.00,6.00,1.17,0.00,1.01,0.00,3.82,2.00,0.00,425.00,75.00,0.00,69.00,0.00,281.00
2023,2,MQ,Envoy Air,LCH,"Lake Charles, LA: Lake Charles Regional",26.00,4.00,1.90,0.00,2.10,0.00,0.00,0.00,0.00,131.00,46.00,0.00,85.00,0.00,0.00
2023,2,MQ,Envoy Air,LEX,"Lexington, KY: Blue Grass",153.00,17.00,4.69,2.16,3.90,0.00,6.26,2.00,0.00,1073.00,166.00,288.00,166.00,0.00,453.00
2023,2,MQ,Envoy Air,LFT,"Lafayette, LA: Lafayette Regional Paul Fournet Field",78.00,8.00,0.00,2.47,3.86,0.00,1.66,2.00,0.00,569.00,0.00,259.00,197.00,0.00,113.00
2023,2,MQ,Envoy Air,LIT,"Little Rock, AR: Bill and Hillary Clinton Nat Adams Field",175.00,32.00,3.77,2.50,10.72,0.00,15.01,3.00,0.00,2111.00,130.00,390.00,455.00,0.00,1136.00
2023,2,MQ,Envoy Air,LSE,"La Crosse, WI: La Crosse Regional",71.00,6.00,3.70,0.27,0.81,0.00,1.21,1.00,0.00,367.00,200.00,35.00,87.00,0.00,45.00
2023,2,MQ,Envoy Air,MAF,"Midland/Odessa, TX: Midland International Air and Space Port",141.00,25.00,10.95,0.41,5.92,0.00,7.72,3.00,0.00,1388.00,470.00,51.00,214.00,0.00,653.00
2023,2,MQ,Envoy Air,MCI,"Kansas City, MO: Kansas City International",87.00,13.00,0.75,0.44,3.64,0.00,8.17,1.00,0.00,649.00,33.00,12.00,129.00,0.00,475.00
2023,2,MQ,Envoy Air,MEM,"Memphis, TN: Memphis International",144.00,22.00,7.85,0.46,6.34,0.00,7.34,3.00,0.00,988.00,315.00,31.00,200.00,0.00,442.00
2023,2,MQ,Envoy Air,MGM,"Montgomery, AL: Montgomery Regional",30.00,2.00,0.00,0.07,1.93,0.00,0.00,1.00,0.00,104.00,0.00,4.00,100.00,0.00,0.00
2023,2,MQ,Envoy Air,MHK,"Manhattan/Ft. Riley, KS: Manhattan Regional",134.00,13.00,2.44,1.92,4.54,0.00,4.10,2.00,0.00,535.00,110.00,44.00,203.00,0.00,178.00
2023,2,MQ,Envoy Air,MIA,"Miami, FL: Miami International",1082.00,160.00,58.47,2.98,34.95,1.49,62.10,2.00,4.00,11745.00,5537.00,237.00,1093.00,40.00,4838.00
2023,2,MQ,Envoy Air,MKE,"Milwaukee, WI: General Mitchell International",50.00,3.00,0.00,1.00,1.00,0.00,1.00,4.00,0.00,56.00,0.00,21.00,15.00,0.00,20.00
2023,2,MQ,Envoy Air,MLI,"Moline, IL: Quad Cities International",81.00,7.00,2.19,0.68,2.20,0.00,1.94,1.00,0.00,385.00,153.00,23.00,142.00,0.00,67.00
2023,2,MQ,Envoy Air,MOB,"Mobile, AL: Mobile Regional",82.00,9.00,1.80,1.29,4.93,0.00,0.99,1.00,0.00,316.00,84.00,44.00,163.00,0.00,25.00
2023,2,MQ,Envoy Air,MQT,"Marquette, MI: Sawyer International",28.00,4.00,0.71,0.00,2.32,0.00,0.97,1.00,0.00,175.00,44.00,0.00,63.00,0.00,68.00
2023,2,MQ,Envoy Air,MRY,"Monterey, CA: Monterey Regional",8.00,4.00,0.02,0.65,1.62,0.00,1.71,1.00,0.00,223.00,2.00,34.00,76.00,0.00,111.00
2023,2,MQ,Envoy Air,MSN,"Madison, WI: Dane County Regional-Truax Field",73.00,8.00,1.69,1.15,3.19,0.00,1.96,2.00,0.00,450.00,105.00,127.00,103.00,0.00,115.00
2023,2,MQ,Envoy Air,MSO,"Missoula, MT: Missoula Montana",2.00,1.00,0.00,0.60,0.40,0.00,0.00,1.00,0.00,92.00,0.00,55.00,37.00,0.00,0.00
2023,2,MQ,Envoy Air,MSP,"Minneapolis, MN: Minneapolis-St Paul International",3.00,1.00,0.26,0.00,0.00,0.00,0.74,0.00,0.00,27.00,7.00,0.00,0.00,0.00,20.00
2023,2,MQ,Envoy Air,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",145.00,26.00,3.61,2.01,7.33,1.00,12.05,4.00,1.00,1205.00,134.00,188.00,215.00,15.00,653.00
2023,2,MQ,Envoy Air,MYR,"Myrtle Beach, SC: Myrtle Beach International",26.00,4.00,2.00,0.00,1.72,0.00,0.28,0.00,0.00,193.00,83.00,0.00,105.00,0.00,5.00
2023,2,MQ,Envoy Air,OKC,"Oklahoma City, OK: Will Rogers World",29.00,9.00,1.89,1.15,2.43,0.00,3.53,2.00,0.00,668.00,162.00,101.00,73.00,0.00,332.00
2023,2,MQ,Envoy Air,OMA,"Omaha, NE: Eppley Airfield",23.00,2.00,0.64,0.00,1.36,0.00,0.00,1.00,0.00,46.00,16.00,0.00,30.00,0.00,0.00
2023,2,MQ,Envoy Air,ORD,"Chicago, IL: Chicago O'Hare International",2737.00,482.00,112.15,29.30,186.28,2.26,152.01,53.00,9.00,31726.00,9877.00,3468.00,7705.00,51.00,10625.00
2023,2,MQ,Envoy Air,ORF,"Norfolk, VA: Norfolk International",2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2023,2,MQ,Envoy Air,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",366.00,119.00,28.27,2.46,45.17,0.00,43.09,2.00,1.00,6795.00,1884.00,343.00,1682.00,0.00,2886.00
2023,2,MQ,Envoy Air,PIA,"Peoria, IL: General Downing - Peoria International",83.00,5.00,0.03,1.44,2.12,0.00,1.41,3.00,0.00,154.00,1.00,47.00,56.00,0.00,50.00
2023,2,MQ,Envoy Air,PIT,"Pittsburgh, PA: Pittsburgh International",4.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,15.00,0.00,0.00,15.00,0.00,0.00
2023,2,MQ,Envoy Air,PNS,"Pensacola, FL: Pensacola International",118.00,12.00,3.44,0.79,4.49,0.00,3.27,1.00,0.00,515.00,159.00,38.00,153.00,0.00,165.00
2023,2,MQ,Envoy Air,PSP,"Palm Springs, CA: Palm Springs International",28.00,7.00,1.57,0.14,0.24,0.00,5.05,2.00,0.00,258.00,39.00,13.00,8.00,0.00,198.00
2023,2,MQ,Envoy Air,PVD,"Providence, RI: Rhode Island Tf Green International",55.00,5.00,2.00,0.33,1.04,0.00,1.63,0.00,0.00,185.00,61.00,26.00,21.00,0.00,77.00
2023,2,MQ,Envoy Air,RAP,"Rapid City, SD: Rapid City Regional",56.00,6.00,1.81,0.00,2.32,0.00,1.87,7.00,0.00,270.00,81.00,0.00,132.00,0.00,57.00
2023,2,MQ,Envoy Air,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",107.00,21.00,3.93,1.00,4.57,0.00,11.49,2.00,0.00,1078.00,202.00,59.00,139.00,0.00,678.00
